Trend data for Model:	
Model time base:		3
Plot duration (secs):		1800

Plot information - trends












Plot information - trajectories














Tag-names		24_PC1024:Measurement		24_PC1024:InternalSetpoint		24_PC1024:ControllerOutput		24_FC1005:Measurement		24_FC1005:InternalSetpoint		24_FC1019:Measurement		24_FC1019:InternalSetpoint		24_FC1019:ControllerOutput		24_LC1016:Measurement		24_LC1016:InternalSetpoint		24_LC1016:ControllerOutput		24_LC1015:Measurement		24_LC1015:InternalSetpoint		24_LC1015:ControllerOutput		24_FC1015:Measurement		24_FC1015:InternalSetpoint		24_FC1015:ControllerOutput		24_LC1028:Measurement		24_LC1028:InternalSetpoint		24_LC1028:ControllerOutput		24_TC1015:Measurement		24_TC1015:InternalSetpoint		24_TC1015:ControllerOutput		24_TC1088:Measurement		24_TC1088:InternalSetpoint		24_TC1088:ControllerOutput
Units		barg		barg		%		t/h		t/h		t/h		t/h		%		%		%		t/h		%		%		t/h		t/h		t/h		%		%		%		%		C		C		t/h		C		C		%
Legend titles																																																				
276		3.7852		3.78675		40.07912		16.31398		13.4079		22.7093		22.67928		78.72045		52.81842		54		7.060417		39.95923		40		22.71381		94.96142		98.1691		56.79043		52.82673		52.97925		60.08153		35.29687		35.3		98.29204		48.51453		48.51		52.84911
279		3.78658		3.78675		40.14753		8.178693		13.4079		22.67726		22.67312		78.74651		52.76253		54		6.888889		39.90164		40		22.67914		102.4864		98.11742		54.8888		52.86385		52.89464		61.29454		35.31125		35.3		98.49677		48.5233		48.51		52.9371
282		3.785564		3.78675		40.09657		16.86087		13.4079		22.74932		22.68574		78.68446		52.74713		54		6.833861		39.87948		40		22.66573		94.37378		98.15911		56.89956		52.86555		52.84275		61.83138		35.28333		35.3		98.09341		48.52107		48.51		52.91492
285		3.785959		3.78675		40.11605		7.711096		13.4079		22.73702		22.67805		78.68868		52.74765		54		6.82457		39.90558		40		22.68127		102.9118		98.2166		54.77006		52.89221		52.96865		60.83875		35.29079		35.3		98.19761		48.51544		48.51		52.85884
288		3.786766		3.78675		40.15585		15.7207		13.4079		22.66446		22.69392		78.7793		52.71971		54		6.73344		39.84819		40		22.64672		95.02106		98.1495		56.69075		52.87125		52.84908		61.82781		35.30267		35.3		98.3669		48.52704		48.51		52.97491
291		3.785262		3.78675		40.08027		8.583656		13.4079		22.71292		22.67805		78.70772		52.74954		54		6.808452		39.89625		40		22.67543		102.0932		98.03216		54.88708		52.87066		52.91467		61.16662		35.29912		35.3		98.31351		48.5291		48.51		52.99567
294		3.786703		3.78675		40.15183		16.5063		13.4079		22.67694		22.70428		78.77089		52.79897		54		6.940019		39.93759		40		22.70015		94.67643		98.39503		56.80746		52.8876		52.84223		62.06048		35.27425		35.3		97.95311		48.5119		48.51		52.82373
297		3.787181		3.78675		40.17555		8.137293		13.4079		22.69187		22.70687		78.75087		52.66759		54		6.550824		39.94318		40		22.70338		102.4408		98.05356		54.77632		52.88399		52.74662		62.98176		35.2928		35.3		98.21768		48.50449		48.51		52.74975
300		3.786823		3.78675		40.15695		17.1377		13.4079		22.66224		22.70419		78.77766		52.71427		54		6.674399		39.90693		40		22.68151		94.01912		98.2071		56.89263		52.83003		52.98562		60.05175		35.30417		35.3		98.37963		48.52269		48.51		52.93188
303		3.784478		3.78675		40.03929		8.457418		13.4079		22.73195		22.7057		78.71501		52.72695		54		6.69985		39.9655		40		22.71657		102.4437		98.27487		54.79394		52.87252		52.73077		63.0262		35.2751		35.3		97.95774		48.52136		48.51		52.9187
306		3.78591		3.78675		40.11025		15.95595		13.4079		22.69911		22.71567		78.76543		52.59852		54		6.318789		39.96431		40		22.71577		94.96148		98.44078		56.6775		52.8581		52.91804		61.00918		35.29825		35.3		98.28908		48.51913		48.51		52.89651
309		3.785353		3.78675		40.08186		8.557347		13.4079		22.7081		22.69901		78.74664		52.73581		54		6.703152		39.96618		40		22.71681		102.1055		98.21214		54.83473		52.90136		52.91988		61.42331		35.30622		35.3		98.4026		48.52586		48.51		52.96395
312		3.786751		3.78675		40.15152		16.51772		13.4079		22.68684		22.72609		78.80124		52.7309		54		6.678083		39.91537		40		22.68626		94.52032		98.16715		56.69488		52.8578		52.90481		61.13848		35.26284		35.3		97.77505		48.51766		48.51		52.88203
315		3.786928		3.78675		40.15974		8.051766		13.4079		22.70708		22.71312		78.77043		52.77216		54		6.785778		39.9809		40		22.7255		102.406		98.16076		54.71973		52.85439		52.8502		61.65307		35.29138		35.3		98.1838		48.51257		48.51		52.83119
318		3.785737		3.78675		40.09997		17.25517		13.4079		22.68743		22.72595		78.80605		52.64047		54		6.395388		39.95283		40		22.70861		93.88971		98.28062		56.85395		52.86815		52.74624		62.83195		35.29542		35.3		98.24009		48.50458		48.51		52.75137
321		3.785473		3.78675		40.08625		8.434448		13.4079		22.72023		22.71839		78.77577		52.638		54		6.377139		39.99237		40		22.7323		102.3777		98.29459		54.72987		52.84497		52.69901		63.07171		35.30835		35.3		98.42458		48.52875		48.51		52.99329
324		3.786413		3.78675		40.13321		16.00902		13.4079		22.74062		22.73373		78.77208		52.60409		54		6.268226		40.02882		40		22.75414		94.99216		98.10009		56.50188		52.83329		52.83505		61.59485		35.30672		35.3		98.39934		48.51929		48.51		52.89876
327		3.786733		3.78675		40.14887		8.466314		13.4079		22.65015		22.73501		78.87581		52.72125		54		6.594411		40.01016		40		22.74292		102.0522		98.29648		54.78464		52.86715		52.88559		61.42497		35.30547		35.3		98.37887		48.50378		48.51		52.74386
330		3.785264		3.78675		40.07505		16.57379		13.4079		22.74869		22.71987		78.77436		52.70094		54		6.52455		39.98581		40		22.72833		94.42823		98.07596		56.6126		52.88786		52.82981		62.18952		35.30276		35.3		98.33741		48.51881		48.51		52.89432
333		3.785896		3.78675		40.10634		8.002092		13.4079		22.75291		22.74009		78.80199		52.79199		54		6.775709		39.96504		40		22.7159		102.5396		98.2372		54.62597		52.89989		52.77723		62.83686		35.26971		35.3		97.85956		48.50183		48.51		52.72458
336		3.785814		3.78675		40.10219		16.24386		13.4079		22.76954		22.73083		78.7837		52.69872		54		6.495756		40.02917		40		22.75439		94.38411		98.17357		56.61755		52.83136		52.76065		62.31869		35.2989		35.3		98.2773		48.51162		48.51		52.82258
339		3.786613		3.78675		40.14221		8.758847		13.4079		22.73294		22.77024		78.86769		52.72152		54		6.550063		39.99329		40		22.73289		102.0005		98.01553		54.67417		52.85016		52.66179		63.49575		35.29706		35.3		98.24941		48.50413		48.51		52.74773
342		3.788085		3.78675		40.21554		16.2987		13.4079		22.76882		22.78283		78.85667		52.67316		54		6.399414		40.02466		40		22.75179		94.69513		98.15001		56.513		52.87954		52.90481		61.36036		35.32023		35.3		98.58107		48.53453		48.51		53.05186
345		3.786812		3.78675		40.15131		8.243851		13.4079		22.75051		22.78921		78.89782		52.75964		54		6.637255		40.02373		40		22.7513		102.1968		97.84814		54.56288		52.91145		52.88967		61.83133		35.2844		35.3		98.06244		48.52817		48.51		52.98846
348		3.7871		3.78675		40.16546		16.97264		13.4079		22.77899		22.75365		78.84283		52.62352		54		6.233915		40.08901		40		22.79054		94.04414		98.32038		56.70107		52.86843		52.67551		63.54403		35.3085		35.3		98.40916		48.51209		48.51		52.8278
351		3.784969		3.78675		40.05864		8.405514		13.4079		22.78642		22.76525		78.86422		52.64422		54		6.28198		40.07276		40		22.78088		102.3048		98.33506		54.63792		52.89973		52.89058		61.70652		35.29932		35.3		98.27479		48.5161		48.51		52.86804
354		3.785927		3.78675		40.10603		16.04436		13.4079		22.77563		22.8034		78.92097		52.6169		54		6.191787		40.06546		40		22.7766		94.7598		98.34191		56.50201		52.79615		52.8996		60.58466		35.29467		35.3		98.20579		48.48251		48.51		52.53195
357		3.785849		3.78675		40.10178		8.407113		13.4079		22.76388		22.79483		78.92918		52.6355		54		6.233992		40.10784		40		22.80214		102.1155		98.25877		54.64809		52.85071		52.82428		61.88355		35.28741		35.3		98.10042		48.50699		48.51		52.7769
360		3.785806		3.78675		40.09931		16.76411		13.4079		22.7884		22.81951		78.93807		52.67526		54		6.336937		40.11085		40		22.80409		94.21335		98.50359		56.66566		52.80052		52.81599		61.46313		35.29316		35.3		98.1814		48.50518		48.51		52.7588
363		3.785232		3.78675		40.07036		7.881962		13.4079		22.77203		22.77927		78.92155		52.72877		54		6.479328		40.09023		40		22.79186		102.7169		98.31959		54.50019		52.81235		52.8268		61.4725		35.30095		35.3		98.29261		48.50454		48.51		52.75252
366		3.785042		3.78675		40.06082		15.90475		13.4079		22.83515		22.79656		78.89353		52.63401		54		6.194664		40.14227		40		22.82324		94.71854		98.37488		56.48647		52.87721		52.73199		63.0715		35.2962		35.3		98.22259		48.51084		48.51		52.81552
369		3.786571		3.78675		40.13715		8.587162		13.4079		22.80951		22.77528		78.90641		52.69972		54		6.372623		40.06775		40		22.7787		102.057		98.33564		54.64669		52.82343		52.86207		61.23429		35.29955		35.3		98.26954		48.51875		48.51		52.89473
372		3.786311		3.78675		40.12382		16.50103		13.4079		22.78025		22.82401		78.99478		52.60259		54		6.081172		40.14615		40		22.82593		94.50185		98.29825		56.50677		52.86086		52.8744		61.48515		35.30247		35.3		98.30987		48.51032		48.51		52.81053
375		3.786073		3.78675		40.11171		7.984233		13.4079		22.76737		22.7959		78.99111		52.60419		54		6.074029		40.06483		40		22.77731		102.3668		98.33127		54.55476		52.80119		53.03209		59.31433		35.3013		35.3		98.292		48.51286		48.51		52.83592
378		3.785524		3.78675		40.08384		16.29881		13.4079		22.7641		22.80399		79.01647		52.51651		54		5.809793		40.10453		40		22.80134		94.326		98.2209		56.51497		52.83966		52.69831		63.04017		35.28093		35.3		97.99738		48.51725		48.51		52.87969
381		3.786654		3.78675		40.14021		8.777318		13.4079		22.81539		22.84316		79.01761		52.66031		54		6.212157		40.10453		40		22.80156		101.7137		98.40812		54.72153		52.80769		52.78107		61.8928		35.29248		35.3		98.16325		48.51773		48.51		52.88461
384		3.787934		3.78675		40.20409		16.34177		13.4079		22.82545		22.83308		79.00953		52.68555		54		6.273076		40.13964		40		22.82283		94.53417		98.28136		56.46643		52.82599		52.90344		60.85394		35.29619		35.3		98.21437		48.49673		48.51		52.67451
387		3.786522		3.78675		40.13307		8.247917		13.4079		22.83403		22.85206		79.03256		52.60807		54		6.038214		40.17017		40		22.84138		102.2137		97.97766		54.47475		52.79146		52.72866		62.25693		35.28498		35.3		98.0502		48.51448		48.51		52.8521
390		3.787051		3.78675		40.15928		17.07506		13.4079		22.7818		22.83126		79.06965		52.60931		54		6.029723		40.17753		40		22.84605		93.81078		98.07024		56.58117		52.83932		52.88225		61.20046		35.30447		35.3		98.32953		48.51491		48.51		52.85637
393		3.785014		3.78675		40.05721		8.348453		13.4079		22.81398		22.82516		79.04386		52.60526		54		6.005879		40.20645		40		22.86365		102.1692		98.19879		54.52569		52.85674		52.76588		62.54021		35.29383		35.3		98.1749		48.50834		48.51		52.79074
396		3.787379		3.78675		40.17548		16.20585		13.4079		22.81954		22.84417		79.06927		52.57077		54		5.894748		40.16348		40		22.83813		94.65024		98.20441		56.38906		52.80909		52.76494		62.0741		35.27793		35.3		97.94507		48.4942		48.51		52.64922
399		3.785008		3.78675		40.05642		8.272903		13.4079		22.84767		22.84936		79.04792		52.73195		54		6.34691		40.18386		40		22.85063		102.0355		98.2948		54.57214		52.83434		52.91381		60.83734		35.30054		35.3		98.26981		48.51451		48.51		52.85236
402		3.788292		3.78675		40.22056		16.84076		13.4079		22.84968		22.85107		79.06017		52.5687		54		5.864691		40.2112		40		22.8673		94.13306		98.06689		56.47186		52.87115		52.80908		62.25485		35.28843		35.3		98.09318		48.50627		48.51		52.76995
405		3.786372		3.78675		40.12449		7.84709		13.4079		22.85631		22.85396		79.0711		52.64251		54		6.065413		40.19996		40		22.86085		102.6134		97.83415		54.29755		52.79915		52.60641		63.56433		35.29658		35.3		98.20791		48.52198		48.51		52.92696
408		3.787045		3.78675		40.15773		15.93338		13.4079		22.88469		22.85876		79.05776		52.59331		54		5.911797		40.21641		40		22.87102		94.62436		98.37962		56.40789		52.81363		52.71319		62.64241		35.29141		35.3		98.13189		48.51298		48.51		52.83695
411		3.784065		3.78675		40.00846		8.52651		13.4079		22.83967		22.87739		79.12846		52.68796		54		6.172415		40.22878		40		22.87874		101.8467		98.33512		54.59927		52.87453		52.70902		63.29626		35.30858		35.3		98.37794		48.51382		48.51		52.84527
414		3.785453		3.78675		40.07772		16.61336		13.4079		22.86958		22.87864		79.12251		52.55142		54		5.767025		40.16926		40		22.84336		94.35964		98.23043		56.42765		52.88793		52.74523		63.07135		35.2869		35.3		98.06342		48.51734		48.51		52.88044
417		3.786218		3.78675		40.11617		7.939052		13.4079		22.86968		22.88196		79.13557		52.56479		54		5.793577		40.26501		40		22.90113		102.3918		98.01594		54.37062		52.80301		52.7304		62.37049		35.28933		35.3		98.09577		48.4903		48.51		52.61013
420		3.788655		3.78675		40.23791		16.41956		13.4079		22.86079		22.88372		79.15518		52.60106		54		5.885777		40.21011		40		22.86853		94.27035		98.16026		56.41725		52.75788		52.83491		60.87527		35.29504		35.3		98.17798		48.51463		48.51		52.85339
423		3.786863		3.78675		40.14848		8.660251		13.4079		22.93225		22.86588		79.06837		52.62502		54		5.942672		40.22042		40		22.87505		101.8111		98.30707		54.57279		52.81943		52.8075		61.76655		35.30405		35.3		98.30601		48.51599		48.51		52.86694
426		3.785638		3.78675		40.087		16.47504		13.4079		22.80789		22.85944		79.19247		52.63152		54		5.949249		40.22061		40		22.8755		94.38656		98.31179		56.41333		52.78871		52.79367		61.59932		35.29939		35.3		98.23678		48.50899		48.51		52.79694
429		3.786523		3.78675		40.13104		8.171953		13.4079		22.79916		22.89368		79.25258		52.61461		54		5.888526		40.22673		40		22.87952		102.2994		98.25813		54.43153		52.84921		52.92976		60.84524		35.30774		35.3		98.35676		48.50386		48.51		52.7455
432		3.785516		3.78675		40.08046		17.11793		13.4079		22.88646		22.87735		79.16147		52.61904		54		5.889297		40.25919		40		22.89936		93.82039		98.37037		56.56271		52.77782		52.84918		60.93632		35.30609		35.3		98.33186		48.49715		48.51		52.67838
435		3.785414		3.78675		40.07539		8.412339		13.4079		22.91943		22.88444		79.13438		52.59233		54		5.800225		40.21462		40		22.87296		102.1352		98.14034		54.42861		52.7813		52.77094		61.75405		35.29435		35.3		98.16112		48.49213		48.51		52.62818
438		3.787347		3.78675		40.17199		16.20371		13.4079		22.87715		22.89523		79.19127		52.59143		54		5.785481		40.2686		40		22.90573		94.67898		98.25018		56.3053		52.75775		52.83964		60.83108		35.2943		35.3		98.15986		48.51092		48.51		52.81607
441		3.784675		3.78675		40.03808		8.251358		13.4079		22.93614		22.9031		79.14233		52.54192		54		5.63048		40.21693		40		22.87507		102.1377		98.08577		54.40974		52.74365		52.71476		61.93792		35.2911		35.3		98.11317		48.49426		48.51		52.64935
444		3.78783		3.78675		40.19613		16.98518		13.4079		22.87014		22.88961		79.20951		52.63231		54		5.878554		40.23022		40		22.88344		93.90624		98.32476		56.51248		52.74885		52.74087		61.72556		35.28278		35.3		97.99188		48.48754		48.51		52.58226
447		3.786472		3.78675		40.12824		8.417373		13.4079		22.87794		22.93081		79.24527		52.60757		54		5.795125		40.2704		40		22.90793		102.0703		98.20712		54.44813		52.70078		52.76588		60.99361		35.28923		35.3		98.08393		48.53435		48.51		53.05033
450		3.786326		3.78675		40.12096		16.20229		13.4079		22.86306		22.86388		79.19994		52.46819		54		5.381437		40.27291		40		22.90984		94.47317		98.03081		56.2859		52.75707		52.80481		61.16753		35.29277		35.3		98.13372		48.50199		48.51		52.72667
453		3.782892		3.78675		39.94895		8.276396		13.4079		22.90405		22.89309		79.19522		52.5559		54		5.621629		40.28525		40		22.91765		102.0568		97.97113		54.38128		52.75952		52.60992		63.14361		35.30273		35.3		98.27528		48.52423		48.51		52.94894
456		3.788406		3.78675		40.22481		16.8242		13.4079		22.9671		22.92413		79.16345		52.5563		54		5.610477		40.28161		40		22.91587		94.02153		98.29501		56.45796		52.82724		52.70548		62.86773		35.29685		35.3		98.18945		48.50304		48.51		52.73689
459		3.785947		3.78675		40.10168		7.767262		13.4079		22.87465		22.92461		79.26832		52.56696		54		5.628718		40.25999		40		22.90332		102.6385		97.99038		54.23464		52.83736		53.00193		60.00477		35.29771		35.3		98.19933		48.51133		48.51		52.81975
462		3.78698		3.78675		40.15336		15.97814		13.4079		22.89863		22.91576		79.24731		52.5814		54		5.658031		40.25961		40		22.90352		94.74797		97.87647		56.15471		52.79147		52.70613		62.50667		35.32416		35.3		98.57919		48.49489		48.51		52.65529
465		3.786022		3.78675		40.10513		8.978133		13.4079		22.89243		22.89455		79.2295		52.57594		54		5.62987		40.30937		40		22.93379		101.4468		98.14164		54.55843		52.85912		52.68265		63.42068		35.31137		35.3		98.39397		48.502		48.51		52.72632
468		3.787328		3.78675		40.17024		15.77592		13.4079		22.90536		22.91559		79.24309		52.55166		54		5.547393		40.26154		40		22.90549		95.00853		98.01753		56.12496		52.72411		52.82622		60.63503		35.27073		35.3		97.80613		48.50389		48.51		52.74519
471		3.78815		3.78675		40.21145		9.073301		13.4079		22.94596		22.91239		79.20783		52.53254		54		5.480007		40.25834		40		22.90399		101.3242		98.34583		54.64105		52.74695		52.79437		61.18197		35.28925		35.3		98.07211		48.49904		48.51		52.69652
474		3.786655		3.78675		40.13692		15.6453		13.4079		22.88016		22.93857		79.30876		52.61797		54		5.713633		40.33256		40		22.94897		95.11		98.37107		56.19175		52.78582		52.71127		62.40369		35.3116		35.3		98.39406		48.49292		48.51		52.63518
477		3.785342		3.78675		40.07136		9.224862		13.4079		22.91846		22.92454		79.25622		52.59865		54		5.645444		40.23737		40		22.89228		101.2074		98.11421		54.61523		52.81704		52.72065		62.62546		35.28485		35.3		98.00779		48.51682		48.51		52.87406
480		3.788329		3.78675		40.22114		15.53306		13.4079		22.92117		22.90131		79.24513		52.63608		54		5.740696		40.29629		40		22.92807		95.19975		97.97436		56.07729		52.80965		52.84757		61.28209		35.30952		35.3		98.36425		48.51079		48.51		52.81369
483		3.786672		3.78675		40.13847		9.291628		13.4079		22.91888		22.93504		79.28157		52.58735		54		5.588019		40.27006		40		22.91276		101.0843		98.48679		54.74809		52.77338		52.75876		61.80503		35.29972		35.3		98.22302		48.52368		48.51		52.94263
486		3.78767		3.78675		40.18834		15.57097		13.4079		22.97466		22.88229		79.1766		52.49598		54		5.31229		40.24326		40		22.8971		95.28085		98.30765		56.14641		52.80361		52.81983		61.49563		35.28594		35.3		98.02397		48.50332		48.51		52.73902
489		3.786375		3.78675		40.12371		9.244979		13.4079		22.83883		22.91937		79.35219		52.51097		54		5.342922		40.27273		40		22.91521		101.0684		98.2919		54.71044		52.75057		52.64078		62.75902		35.29443		35.3		98.14686		48.50032		48.51		52.70888
492		3.786689		3.78675		40.13952		15.50306		13.4079		22.9545		22.92921		79.24709		52.58062		54		5.530889		40.24976		40		22.90185		95.22079		98.5238		56.2246		52.77696		52.70531		62.37674		35.30475		35.3		98.29588		48.49984		48.51		52.70405
495		3.787914		3.78675		40.20104		9.387343		13.4079		22.9258		22.91704		79.26444		52.56183		54		5.464254		40.29443		40		22.92911		101.069		98.24182		54.70196		52.78349		52.80312		61.46552		35.29219		35.3		98.11376		48.50345		48.51		52.74007
498		3.78747		3.78675		40.17899		15.35994		13.4079		22.91482		22.92827		79.28909		52.61292		54		5.598815		40.31782		40		22.9436		95.3823		98.13106		56.08628		52.73476		52.84434		60.56661		35.31305		35.3		98.41347		48.49249		48.51		52.63033
501		3.784202		3.78675		40.01559		9.527993		13.4079		22.94571		22.93693		79.2726		52.57884		54		5.488085		40.31245		40		22.94081		100.9157		98.28645		54.75449		52.72212		52.70982		61.78534		35.27816		35.3		97.91068		48.5237		48.51		52.94236
504		3.787372		3.78675		40.1742		15.20176		13.4079		22.89706		22.91829		79.30146		52.55649		54		5.411267		40.34083		40		22.95829		95.47632		98.30783		56.11119		52.72953		52.67137		62.24237		35.2686		35.3		97.77198		48.50221		48.51		52.7274
507		3.783972		3.78675		40.00446		9.591972		13.4079		22.96322		22.95344		79.27935		52.49518		54		5.222021		40.31627		40		22.94402		100.7039		98.28493		54.80626		52.7405		52.79103		61.15266		35.2885		35.3		98.05721		48.48921		48.51		52.59736
510		3.787847		3.78675		40.19866		15.09368		13.4079		22.9057		22.97118		79.35247		52.58735		54		5.474851		40.24799		40		22.90349		95.69723		98.34734		56.06851		52.67515		52.70739		61.33214		35.30953		35.3		98.3608		48.50377		48.51		52.74297
513		3.788422		3.78675		40.2276		9.744182		13.4079		22.97103		22.94552		79.26812		52.47373		54		5.134912		40.25369		40		22.90737		100.7254		98.21669		54.78757		52.76015		52.89501		60.30387		35.30347		35.3		98.27292		48.5055		48.51		52.76017
516		3.786855		3.78675		40.14948		15.03502		13.4079		22.94135		22.95273		79.3137		52.49258		54		5.176451		40.31463		40		22.94442		95.72661		98.29597		56.04846		52.76963		52.83126		61.03652		35.30658		35.3		98.31688		48.51213		48.51		52.8264
519		3.785925		3.78675		40.10329		9.73875		13.4079		22.92264		22.94932		79.3312		52.53363		54		5.281935		40.30697		40		22.94029		100.6676		98.39091		54.84781		52.78151		52.84515		61.01689		35.29961		35.3		98.21659		48.50346		48.51		52.73957
522		3.788116		3.78675		40.21342		15.01583		13.4079		22.99729		22.95161		79.25553		52.53314		54		5.267695		40.28121		40		22.92531		95.84532		98.18619		55.99604		52.69756		52.8225		60.40403		35.29341		35.3		98.12751		48.50345		48.51		52.7394
525		3.789661		3.78675		40.29129		9.810478		13.4079		22.85993		22.94171		79.38407		52.54388		54		5.285912		40.35771		40		22.97167		100.6565		98.19372		54.80665		52.77474		52.65363		62.86318		35.30366		35.3		98.27584		48.51311		48.51		52.83582
528		3.787553		3.78675		40.18605		14.93957		13.4079		22.88984		22.96715		79.38148		52.52015		54		5.204764		40.30674		40		22.94156		95.84694		98.41377		56.05737		52.71823		52.78732		60.95901		35.31082		35.3		98.37871		48.49548		48.51		52.65951
531		3.787347		3.78675		40.1758		9.827033		13.4079		22.96665		22.93854		79.28351		52.56599		54		5.323831		40.29707		40		22.93623		100.6346		98.05832		54.78218		52.76482		52.77526		61.54638		35.31571		35.3		98.45012		48.52769		48.51		52.98147
534		3.787891		3.78675		40.20358		14.89661		13.4079		22.90564		22.95807		79.3704		52.50883		54		5.146389		40.33986		40		22.96238		95.89814		98.13479		55.97901		52.79335		52.6929		62.65576		35.28862		35.3		98.06003		48.50016		48.51		52.7061
537		3.784663		3.78675		40.04231		9.812773		13.4079		22.92433		22.94332		79.33775		52.52622		54		5.183663		40.2847		40		22.92976		100.5553		98.16971		54.8307		52.71307		52.82345		60.54675		35.29947		35.3		98.21558		48.49911		48.51		52.69554
540		3.78886		3.78675		40.25247		14.87915		13.4079		22.96189		22.96234		79.32944		52.551		54		5.242181		40.36531		40		22.97862		95.74281		98.04948		55.99503		52.73496		52.7717		61.28359		35.30221		35.3		98.25462		48.50671		48.51		52.77146
543		3.78566		3.78675		40.09249		9.793272		13.4079		22.96735		22.94694		79.30564		52.56805		54		5.278376		40.31611		40		22.94956		100.6442		98.28211		54.83577		52.72381		52.73675		61.5209		35.29384		35.3		98.13303		48.52246		48.51		52.92887
546		3.787506		3.78675		40.18502		14.904		13.4079		22.91373		22.97059		79.39053		52.57715		54		5.291672		40.36054		40		22.97673		95.80629		98.08532		55.98929		52.7503		52.81445		61.01062		35.30514		35.3		98.29573		48.49699		48.51		52.67403
549		3.7869		3.78675		40.15493		9.947863		13.4079		22.93538		22.949		79.3473		52.57685		54		5.277995		40.38018		40		22.989		100.4436		98.0618		54.8326		52.77102		52.76278		61.73335		35.30617		35.3		98.3099		48.49649		48.51		52.66902
552		3.787027		3.78675		40.16171		14.71596		13.4079		22.97725		23.01209		79.37184		52.4657		54		4.94514		40.38111		40		22.99007		95.99134		98.23871		55.98311		52.7984		52.95016		60.13403		35.28962		35.3		98.07141		48.50853		48.51		52.78936
555		3.78745		3.78675		40.18263		10.04964		13.4079		22.98504		22.95928		79.31662		52.5487		54		5.171525		40.3678		40		22.98257		100.4991		98.30993		54.88425		52.75052		52.85595		60.59628		35.30645		35.3		98.31427		48.51119		48.51		52.81587
558		3.785149		3.78675		40.06774		14.59662		13.4079		22.92654		22.97152		79.39707		52.51484		54		5.0613		40.33077		40		22.96085		96.04649		98.4536		56.02588		52.72718		52.73593		61.56284		35.27531		35.3		97.86507		48.51219		48.51		52.82578
561		3.786773		3.78675		40.14934		10.12633		13.4079		22.92078		22.98243		79.42233		52.45757		54		4.883538		40.30534		40		22.94608		100.2861		98.09213		54.88456		52.70749		52.76441		61.08011		35.29711		35.3		98.17971		48.51465		48.51		52.85031
564		3.787017		3.78675		40.16187		14.46239		13.4079		22.94471		22.95144		79.36357		52.45023		54		4.84947		40.33081		40		22.96182		96.2621		98.3625		55.94992		52.82639		52.71597		62.75465		35.28395		35.3		97.98934		48.51715		48.51		52.8752
567		3.786672		3.78675		40.14464		10.28131		13.4079		22.98628		22.96654		79.33042		52.51176		54		5.013835		40.25128		40		22.9146		100.1775		98.25709		54.95128		52.71851		52.70517		61.78384		35.30015		35.3		98.22256		48.51225		48.51		52.82611
570		3.787794		3.78675		40.20093		14.2412		13.4079		22.97181		22.9597		79.34		52.45689		54		4.842948		40.33093		40		22.96289		96.39305		98.2795		55.8976		52.79812		52.92643		60.36924		35.30367		35.3		98.27369		48.5063		48.51		52.7665
573		3.787107		3.78675		40.16679		10.24225		13.4079		22.96548		22.98264		79.37476		52.50432		54		4.966447		40.35821		40		22.97975		100.2314		98.15685		54.9094		52.76066		52.78303		61.43043		35.29655		35.3		98.17016		48.5119		48.51		52.82233
576		3.786489		3.78675		40.13603		14.61685		13.4079		22.95839		22.9748		79.37913		52.5043		54		4.953322		40.31367		40		22.95352		96.05302		98.12886		55.9387		52.79444		52.65536		63.04357		35.30616		35.3		98.30849		48.49277		48.51		52.63102
579		3.78789		3.78675		40.20605		9.868117		13.4079		22.9755		22.96678		79.35945		52.48206		54		4.876305		40.29087		40		22.94034		100.4493		98.45218		54.92942		52.74425		52.83532		60.74228		35.30073		35.3		98.23094		48.50889		48.51		52.79214
582		3.787868		3.78675		40.20555		15.07828		13.4079		22.89635		22.95727		79.425		52.46299		54		4.80816		40.29711		40		22.94456		95.6538		98.40103		56.11049		52.75479		52.82701		60.92913		35.31031		35.3		98.37001		48.52139		48.51		52.91715
585		3.788278		3.78675		40.22641		9.376232		13.4079		22.91427		22.96171		79.42174		52.45062		54		4.759499		40.33721		40		22.96911		100.9727		98.13445		54.72217		52.7809		52.79426		61.51917		35.29931		35.3		98.21133		48.52348		48.51		52.938
588		3.784887		3.78675		40.05721		15.68887		13.4079		22.95711		22.97061		79.38358		52.49369		54		4.870538		40.33171		40		22.9663		95.17636		98.25423		56.19261		52.80462		52.77438		61.95906		35.30913		35.3		98.35323		48.51659		48.51		52.86888
591		3.788106		3.78675		40.21847		8.778606		13.4079		22.96591		22.9435		79.33816		52.47858		54		4.813925		40.31237		40		22.95515		101.5371		98.1945		54.59588		52.78296		52.83895		61.09802		35.29361		35.3		98.12964		48.48484		48.51		52.55126
594		3.787261		3.78675		40.17636		16.3873		13.4079		22.91395		22.95745		79.41243		52.56309		54		5.044557		40.34523		40		22.97537		94.60356		98.08889		56.29089		52.74864		52.66706		62.47384		35.2873		35.3		98.03921		48.51416		48.51		52.84446
597		3.787535		3.78675		40.19042		8.208895		13.4079		22.94973		22.95642		79.37211		52.46885		54		4.759891		40.38733		40		23.00115		102.1417		98.17544		54.43539		52.80024		52.62987		63.36173		35.32407		35.3		98.56891		48.49963		48.51		52.69908
