Trend data for Model:	
Model time base:		3
Plot duration (secs):		1770

Plot information - trends












Plot information - trajectories














Tag-names		24_PC1024:Measurement		24_PC1024:InternalSetpoint		24_PC1024:ControllerOutput		24_FC1005:Measurement		24_FC1005:InternalSetpoint		24_FC1019:Measurement		24_FC1019:InternalSetpoint		24_FC1019:ControllerOutput		24_LC1016:Measurement		24_LC1016:InternalSetpoint		24_LC1016:ControllerOutput		24_LC1015:Measurement		24_LC1015:InternalSetpoint		24_LC1015:ControllerOutput		24_FC1015:Measurement		24_FC1015:InternalSetpoint		24_FC1015:ControllerOutput		24_LC1028:Measurement		24_LC1028:InternalSetpoint		24_LC1028:ControllerOutput		24_TC1015:Measurement		24_TC1015:InternalSetpoint		24_TC1015:ControllerOutput		24_TC1088:Measurement		24_TC1088:InternalSetpoint		24_TC1088:ControllerOutput
Units		barg		barg		%		t/h		t/h		t/h		t/h		%		%		%		t/h		%		%		t/h		t/h		t/h		%		%		%		%		C		C		t/h		C		C		%
Legend titles																																																				
264		3.784688		3.78675		40.08068		12.09881		11.99093		23.0191		23.03106		79.55747		54.00357		54		11.99093		40.00326		40		23.01292		98.18463		98.23334		55.00357		52.74023		52.78862		61.17907		35.28778		35.3		98.09646		48.50672		48.51		52.77127
267		3.788213		3.78675		40.25732		11.98873		11.90737		22.98993		23.03819		79.58243		53.9746		54		11.90737		40.01876		40		23.02225		98.37864		98.47236		55.01532		52.72336		52.92519		59.64268		35.29485		35.3		98.19801		48.51002		48.51		52.80428
270		3.785638		3.78675		40.12815		11.90344		11.94013		23.00108		23.02361		79.56559		53.98596		54		11.94013		39.95668		40		22.98505		98.18243		98.2773		55.01589		52.81275		52.69849		62.80118		35.2878		35.3		98.09633		48.50172		48.51		52.72127
273		3.788244		3.78675		40.25861		12.15195		11.99401		23.023		23.01619		79.54675		54.00458		54		11.99401		39.99956		40		23.0108		98.17967		98.43255		55.05719		52.76214		52.7778		61.502		35.30009		35.3		98.27339		48.51187		48.51		52.82281
276		3.78661		3.78675		40.17651		11.93086		11.96637		22.99553		23.0291		79.573		53.99493		54		11.96637		39.99354		40		23.0072		98.41345		98.22769		54.94925		52.80176		52.69923		62.68513		35.29326		35.3		98.17467		48.50474		48.51		52.75141
279		3.7859		3.78675		40.14108		11.90199		11.95403		22.98218		23.00948		79.56855		53.99065		54		11.95403		39.99821		40		23.01002		98.27523		98.25017		54.9856		52.7775		52.72614		62.17215		35.30816		35.3		98.38817		48.51552		48.51		52.85916
282		3.787907		3.78675		40.24159		11.92015		11.93		22.98269		23.01648		79.57255		53.98231		54		11.93		40.04631		40		23.03888		98.17631		98.41743		55.05057		52.74875		52.69888		62.15648		35.31146		35.3		98.4344		48.4958		48.51		52.66196
285		3.788398		3.78675		40.26625		11.92574		11.73273		23.04362		23.02941		79.54011		53.91383		54		11.73273		40.01614		40		23.02081		98.25497		98.22275		54.97923		52.81984		52.65556		63.3005		35.30516		35.3		98.34228		48.5078		48.51		52.7819
288		3.787302		3.78675		40.21147		12.06263		11.89473		22.97887		23.02426		79.58065		53.97004		54		11.89473		40.04162		40		23.03614		98.09194		98.45379		55.07936		52.75667		52.85391		60.68536		35.31197		35.3		98.44		48.51188		48.51		52.8227
291		3.788572		3.78675		40.27458		12.04612		12.10941		23.03579		23.02983		79.54624		54.04454		54		12.10941		40.0229		40		23.02494		98.29437		98.13593		54.94695		52.80874		52.92419		60.50383		35.30277		35.3		98.30634		48.48763		48.51		52.58009
294		3.787927		3.78675		40.24227		11.97546		11.76838		23.03461		23.01071		79.5351		53.92612		54		11.76838		40.03527		40		23.03242		98.1923		98.16854		54.98393		52.80901		52.72172		62.5333		35.30483		35.3		98.33679		48.50942		48.51		52.79794
297		3.786066		3.78675		40.14922		11.97023		11.88813		22.97672		23.01667		79.57794		53.96765		54		11.88813		39.99881		40		23.01058		98.34965		98.20337		54.95625		52.81914		52.85787		61.27299		35.30232		35.3		98.30146		48.51852		48.51		52.88885
300		3.7866		3.78675		40.1759		12.01789		11.89534		23.00826		23.04151		79.57441		53.97014		54		11.89534		40.00861		40		23.0165		98.2064		98.48825		55.06666		52.79361		52.70913		62.50466		35.30574		35.3		98.35149		48.50941		48.51		52.79776
303		3.785665		3.78675		40.12929		12.0868		12.0593		23.06283		23.01831		79.52249		54.02706		54		12.0593		40.00303		40		23.01318		98.07163		98.09227		55.00066		52.74961		52.59356		63.22131		35.29985		35.3		98.26615		48.50247		48.51		52.7282
306		3.786652		3.78675		40.17816		11.99601		11.8068		23.01257		23.02286		79.55923		53.93941		54		11.8068		40.03768		40		23.03401		98.29288		98.24281		54.98368		52.76258		52.97828		59.50374		35.30413		35.3		98.32795		48.51162		48.51		52.81965
309		3.786784		3.78675		40.18458		11.96974		11.88257		23.03686		23.03397		79.55082		53.96571		54		11.88257		40.00649		40		23.01533		98.27599		98.39256		55.02747		52.85086		52.73544		62.81627		35.28165		35.3		98.00426		48.51182		48.51		52.82155
312		3.787219		3.78675		40.20628		12.1815		11.9328		23.0189		23.04762		79.57232		53.98317		54		11.9328		39.99847		40		23.01056		98.0695		98.08046		55.00313		52.77611		52.91956		60.22459		35.29478		35.3		98.19454		48.51473		48.51		52.8508
315		3.787207		3.78675		40.20562		11.95792		11.94135		22.9913		23.03143		79.58016		53.98615		54		11.94135		40.03112		40		23.03017		98.19523		98.15454		54.99183		52.81302		52.67078		63.08019		35.30813		35.3		98.38704		48.5025		48.51		52.7284
318		3.786747		3.78675		40.18262		12.02249		11.92977		22.96537		23.02461		79.59377		53.98214		54		11.92977		39.99477		40		23.00838		98.14418		98.1628		55.00412		52.84815		52.70173		63.12296		35.30523		35.3		98.34484		48.51399		48.51		52.84335
321		3.787176		3.78675		40.2045		11.80788		12.05753		23.0522		23.03163		79.54161		54.02651		54		12.05753		40.00044		40		23.01183		98.42937		98.18934		54.93986		52.78754		52.73983		62.13699		35.3076		35.3		98.37936		48.51746		48.51		52.87794
324		3.788544		3.78675		40.27253		12.12244		11.86136		22.98462		23.03187		79.58758		53.9584		54		11.86136		39.99031		40		23.00578		98.19947		98.24109		55.01148		52.8287		52.91856		60.76176		35.29721		35.3		98.23034		48.49034		48.51		52.60671
327		3.788114		3.78675		40.25138		12.10614		11.75554		23.05345		22.99264		79.51572		53.92163		54		11.75554		40.01312		40		23.01948		98.18328		98.19528		55.00155		52.80334		52.80857		61.60816		35.33105		35.3		98.71719		48.51127		48.51		52.81601
330		3.786101		3.78675		40.15064		11.99751		12.03673		23.01148		23.0326		79.57047		54.01924		54		12.03673		40.00545		40		23.0149		98.36959		98.3007		54.98079		52.7919		52.79266		61.65036		35.30183		35.3		98.29497		48.49481		48.51		52.65148
333		3.787682		3.78675		40.22993		11.90519		12.24144		22.99763		23.01194		79.56557		54.0903		54		12.24144		40.06143		40		23.04851		98.33938		98.1765		54.95649		52.73643		52.86385		60.38254		35.2956		35.3		98.20538		48.51407		48.51		52.84414
336		3.786203		3.78675		40.15581		12.0812		12.11869		23.02189		23.04178		79.56943		54.04762		54		12.11869		39.98177		40		23.00072		98.10618		98.2811		55.04453		52.80623		53.08069		58.90935		35.31208		35.3		98.44341		48.48366		48.51		52.54002
339		3.78668		3.78675		40.17966		11.89918		11.96762		23.05828		23.02479		79.5337		53.99521		54		11.96762		40.003		40		23.01349		98.35762		98.29343		54.98614		52.77571		52.98989		59.51073		35.29719		35.3		98.22971		48.50432		48.51		52.74671
342		3.785916		3.78675		40.1416		12.04072		11.85845		23.01043		23.01754		79.56124		53.95735		54		11.85845		40.05215		40		23.043		98.17307		98.41471		55.06166		52.82736		52.68234		63.10184		35.31749		35.3		98.52208		48.50016		48.51		52.705
345		3.788715		3.78675		40.28168		11.98436		12.10503		22.99685		23.00094		79.5586		54.04295		54		12.10503		40.01566		40		23.02111		98.25912		97.98823		54.93463		52.80597		52.78248		61.88602		35.29162		35.3		98.14898		48.49693		48.51		52.67268
348		3.784871		3.78675		40.08921		11.99909		11.99096		23.01803		23.03508		79.56738		54.00337		54		11.99096		39.94254		40		22.97726		98.27573		98.18112		54.98051		52.7406		52.90569		59.99566		35.30032		35.3		98.27549		48.5172		48.51		52.87552
351		3.787383		3.78675		40.21525		12.07404		11.89521		22.98074		23.00406		79.57095		53.97011		54		11.89521		40.04766		40		23.04035		98.17586		98.21508		55.01284		52.77787		52.93134		60.1098		35.29297		35.3		98.16877		48.53077		48.51		53.0113
354		3.787528		3.78675		40.22246		12.0151		11.85423		22.99935		23.03305		79.57727		53.95589		54		11.85423		39.98697		40		23.00395		98.28684		98.10532		54.95815		52.77713		52.72006		62.21465		35.31628		35.3		98.50492		48.51583		48.51		52.86187
357		3.787456		3.78675		40.21891		12.02482		12.07038		23.04938		23.00958		79.52839		54.03091		54		12.07038		40.03766		40		23.03438		98.28514		98.37075		55.02811		52.86534		52.89096		61.38695		35.30889		35.3		98.39986		48.51166		48.51		52.82018
360		3.786313		3.78675		40.1616		11.94072		11.86936		23.00606		22.99467		79.54663		53.9611		54		11.86936		40.03621		40		23.03352		98.36026		98.25431		54.98204		52.8292		52.90266		60.91065		35.31678		35.3		98.51452		48.51332		48.51		52.83677
363		3.788201		3.78675		40.25616		12.01593		12.0755		22.98801		23.03221		79.58311		54.03263		54		12.0755		40.01531		40		23.021		98.22314		98.39145		55.05088		52.82405		52.95112		60.37604		35.29642		35.3		98.22158		48.52129		48.51		52.91644
366		3.785609		3.78675		40.12671		13.38843		15		23.0055		23.0142		79.55936		54.04383		54		12.10785		40.02217		40		23.02516		97.33173		98.13512		55.24165		52.77977		52.76674		61.77743		35.29288		35.3		98.1693		48.51206		48.51		52.82413
369		3.786851		3.78675		40.18883		13.51522		15		23.0411		23.06606		79.56979		53.99138		54		11.95688		39.95945		40		22.98753		97.15067		98.1795		55.34571		52.81965		52.73203		62.52389		35.3149		35.3		98.48612		48.50551		48.51		52.75863
372		3.787611		3.78675		40.22651		13.81945		15		23.00675		23.02352		79.56454		53.95644		54		11.85623		40.01326		40		23.01984		97.0434		98.39096		55.48655		52.81329		52.77574		62.02177		35.29101		35.3		98.14251		48.53065		48.51		53.01013
375		3.786761		3.78675		40.18422		14.03647		15		23.09201		23.02655		79.50972		53.99978		54		11.98107		40.00127		40		23.01267		96.80301		98.47963		55.63751		52.81257		52.80805		61.68953		35.29904		35.3		98.25948		48.50771		48.51		52.78069
378		3.786867		3.78675		40.18968		14.22218		15		22.97634		23.07269		79.61847		54.00715		54		12.00225		40.05373		40		23.0442		96.82817		98.35248		55.67138		52.7702		52.68461		62.49935		35.30299		35.3		98.31652		48.51677		48.51		52.8713
381		3.787993		3.78675		40.24589		14.36952		15		23.01263		23.00415		79.54889		53.92034		54		11.75199		40.01164		40		23.01897		96.68651		98.45266		55.8061		52.79058		52.74697		62.07777		35.31919		35.3		98.54993		48.50232		48.51		52.72692
384		3.786726		3.78675		40.18274		14.53731		15		23.02945		23.00908		79.54075		54.03411		54		12.07971		39.94533		40		22.97919		96.79224		98.14638		55.78535		52.83772		52.89151		61.10426		35.32007		35.3		98.5651		48.51534		48.51		52.85706
387		3.787015		3.78675		40.19766		14.55797		15		23.04596		23.00976		79.52965		53.907		54		11.71347		39.98734		40		23.00441		96.69469		98.3926		55.95635		52.75062		52.81733		60.97589		35.31367		35.3		98.47557		48.50662		48.51		52.76982
390		3.786073		3.78675		40.15072		14.65708		15		23.01878		22.98587		79.53205		53.99911		54		11.9788		40.06729		40		23.0524		96.60616		98.30447		56.03866		52.76307		52.79325		61.33947		35.30079		35.3		98.29078		48.49491		48.51		52.65267
393		3.786715		3.78675		40.18325		14.735		15		23.01001		23.01403		79.55632		53.87265		54		11.61438		39.99574		40		23.00949		96.73631		98.35524		56.10273		52.76511		52.82759		61.01428		35.31011		35.3		98.42597		48.51085		48.51		52.81208
396		3.78746		3.78675		40.22059		14.76333		15		22.9661		23.02277		79.59137		53.85787		54		11.57142		40.03328		40		23.03203		96.6751		98.44317		56.23034		52.82466		52.77076		62.17787		35.29886		35.3		98.26716		48.51731		48.51		52.87668
399		3.788574		3.78675		40.27672		14.82766		15		23.00628		23.04293		79.57876		54.00903		54		12.00644		39.96492		40		22.99105		96.71103		98.22944		56.25314		52.77136		52.81567		61.19603		35.31889		35.3		98.55747		48.49547		48.51		52.65823
402		3.785221		3.78675		40.10927		14.80079		15		22.9933		23.01429		79.56812		53.96127		54		11.86838		39.99063		40		23.00648		96.72644		98.40952		56.38225		52.75655		52.94668		59.73464		35.30754		35.3		98.39756		48.51823		48.51		52.88597
405		3.788695		3.78675		40.28391		14.87284		15		23.00542		23.00805		79.55613		53.86838		54		11.60032		40.00645		40		23.016		96.71489		98.44292		56.48123		52.80137		52.53377		64.3087		35.31784		35.3		98.5495		48.50847		48.51		52.78848
408		3.787951		3.78675		40.24717		14.86874		15		23.02511		23.02097		79.55085		53.89053		54		11.66369		39.99202		40		23.00736		96.75059		98.54153		56.58453		52.79383		52.82663		61.30681		35.3167		35.3		98.53704		48.52287		48.51		52.93239
411		3.788199		3.78675		40.25987		14.88415		15		23.04289		23.00053		79.52426		53.97424		54		11.90437		40.02152		40		23.02506		96.77764		98.49005		56.65065		52.84007		52.91195		60.91646		35.32113		35.3		98.60452		48.50321		48.51		52.73572
414		3.788146		3.78675		40.2578		14.95764		15		23.03076		23.03665		79.55594		53.96798		54		11.8858		40.03021		40		23.03027		96.81651		98.7182		56.78345		52.84548		52.82098		61.88056		35.31311		35.3		98.49293		48.51183		48.51		52.82197
417		3.787555		3.78675		40.22868		14.9414		15		23.0327		23.03364		79.55187		53.84367		54		11.52697		40.00132		40		23.01296		96.92855		98.47862		56.77759		52.80617		52.80595		61.63945		35.30833		35.3		98.42687		48.50523		48.51		52.75597
420		3.788455		3.78675		40.27393		14.97738		15		22.99013		23.0305		79.57769		53.90524		54		11.70362		39.96485		40		22.99109		96.84251		98.37717		56.85787		52.79305		52.77413		61.82599		35.31471		35.3		98.52347		48.51162		48.51		52.81994
423		3.787349		3.78675		40.21915		14.95284		15		23.05046		23.01154		79.52465		53.89646		54		11.67748		40.03919		40		23.03571		96.90702		98.28016		56.89943		52.78652		52.7919		61.58236		35.3072		35.3		98.41895		48.50907		48.51		52.79442
426		3.786924		3.78675		40.19847		14.98035		15		23.05283		23.03496		79.53826		53.87035		54		11.60137		40.02835		40		23.02925		96.98856		98.42963		56.99798		52.74955		53.02665		58.86506		35.32194		35.3		98.63602		48.49839		48.51		52.68765
429		3.788929		3.78675		40.29936		14.95662		15		22.99106		22.99106		79.55009		53.88984		54		11.65643		40.01338		40		23.02026		96.91262		98.20932		57.03516		52.78279		52.7538		61.92671		35.3027		35.3		98.3606		48.52505		48.51		52.95423
432		3.787095		3.78675		40.20789		14.97956		15		23.01811		22.985		79.52766		53.88554		54		11.64294		40.00631		40		23.01603		97.02374		98.53948		57.16569		52.7736		52.71718		62.1976		35.31783		35.3		98.58195		48.51297		48.51		52.83346
435		3.787091		3.78675		40.20844		14.96874		15		23.00774		23.06524		79.58803		53.89208		54		11.66069		39.97214		40		22.99555		96.98161		98.32524		57.20055		52.78326		52.85968		60.86993		35.32119		35.3		98.63533		48.51237		48.51		52.8274
438		3.787355		3.78675		40.22167		14.99844		15		23.04017		23.01869		79.53399		53.9081		54		11.70542		39.99838		40		23.01129		97.0782		98.63943		57.33161		52.72023		52.82956		60.54015		35.29078		35.3		98.20192		48.50057		48.51		52.7094
441		3.788324		3.78675		40.27038		15.02713		15		22.97897		23.02374		79.57891		53.82612		54		11.46803		40.0119		40		23.01942		97.02254		98.62857		57.42146		52.7726		52.79156		61.44395		35.31434		35.3		98.54736		48.51579		48.51		52.86153
444		3.786399		3.78675		40.17435		14.96827		15		23.01045		23.03165		79.56345		53.85701		54		11.55543		40.04153		40		23.03724		97.10303		98.45396		57.43006		52.75585		52.84517		60.74117		35.31115		35.3		98.50563		48.51738		48.51		52.87729
447		3.788737		3.78675		40.29154		14.9784		15		22.98737		23.01996		79.57154		53.81538		54		11.43402		39.98318		40		23.00224		97.14542		98.74379		57.56182		52.7702		52.78161		61.51975		35.32122		35.3		98.6542		48.50949		48.51		52.79837
450		3.787614		3.78675		40.23579		15.01494		15		23.00533		23.01068		79.55264		53.78436		54		11.34308		40.02037		40		23.02456		97.21148		98.44021		57.53977		52.84834		52.68511		63.26657		35.30448		35.3		98.41731		48.51226		48.51		52.82607
453		3.788252		3.78675		40.26769		15.00187		15		23.02485		22.99475		79.52922		53.78258		54		11.33635		40.024		40		23.02676		97.12493		98.75109		57.71191		52.76456		52.96209		59.66029		35.31234		35.3		98.53649		48.51278		48.51		52.83132
456		3.786522		3.78675		40.18156		14.97932		15		22.98249		23.02734		79.57854		53.86598		54		11.57484		40.02888		40		23.02971		97.23731		98.55669		57.70206		52.79133		52.93324		60.21794		35.32321		35.3		98.69711		48.51623		48.51		52.86578
459		3.786702		3.78675		40.19103		15.00604		15		22.98678		23.03248		79.57946		53.75654		54		11.2576		40.0146		40		23.02116		97.32311		98.53295		57.74218		52.80182		52.62031		63.45193		35.32144		35.3		98.67666		48.53188		48.51		53.02228
462		3.785368		3.78675		40.12456		14.99241		15		23.06325		22.97995		79.49276		53.84935		54		11.52307		39.97633		40		22.9982		97.1841		98.7798		57.90428		52.81207		52.62053		63.55354		35.32416		35.3		98.72064		48.49876		48.51		52.69097
465		3.786688		3.78675		40.19037		14.94811		15		23.01214		23.0397		79.56643		53.70053		54		11.09253		40.01852		40		23.02354		97.35134		98.72577		57.91581		52.80898		52.58829		63.84738		35.3307		35.3		98.82059		48.50461		48.51		52.74945
468		3.787996		3.78675		40.25633		14.9932		15		23.01207		22.9912		79.53512		53.68115		54		11.0346		40.04759		40		23.04101		97.3716		98.33878		57.87686		52.72048		52.67867		62.05862		35.31741		35.3		98.63321		48.49695		48.51		52.6728
471		3.786765		3.78675		40.19497		14.98055		15		23.01474		23.01263		79.54737		53.67807		54		11.02356		40.01103		40		23.01908		97.46336		98.70579		58.01212		52.75953		52.73867		61.84997		35.30917		35.3		98.5203		48.50521		48.51		52.75535
474		3.786681		3.78675		40.19093		14.9926		15		23.00223		23.00588		79.55152		53.76959		54		11.28482		39.96771		40		22.9931		97.39686		98.57346		58.05816		52.76414		52.66258		62.65744		35.3028		35.3		98.43398		48.51127		48.51		52.81588
477		3.786621		3.78675		40.18776		15.00753		15		23.01732		23.03431		79.55971		53.77836		54		11.30757		40.0182		40		23.02341		97.38918		98.51678		58.10228		52.82346		52.88572		61.02003		35.31559		35.3		98.62112		48.50554		48.51		52.75864
480		3.786185		3.78675		40.1658		14.96783		15		23.00402		23.04224		79.57486		53.73008		54		11.16595		40.00636		40		23.01633		97.40967		98.72168		58.20997		52.80817		52.85815		61.14463		35.31657		35.3		98.64123		48.50879		48.51		52.79102
483		3.785385		3.78675		40.12538		14.97247		15		23.03709		22.99912		79.52443		53.80567		54		11.38118		40.03539		40		23.03377		97.50395		98.48257		58.18681		52.78371		52.77133		61.77024		35.32369		35.3		98.74938		48.5062		48.51		52.76503
486		3.786796		3.78675		40.19581		14.98106		15		23.02831		23.05478		79.56783		53.65168		54		10.93483		39.96264		40		22.99013		97.53294		98.64801		58.27713		52.81894		52.8986		60.85182		35.31444		35.3		98.61997		48.50312		48.51		52.73413
489		3.786765		3.78675		40.19413		15.06544		15		23.01346		23.01335		79.55112		53.62522		54		10.85585		39.99919		40		23.01207		97.53333		98.63165		58.32888		52.78393		52.66036		62.88552		35.31983		35.3		98.7024		48.51502		48.51		52.85303
492		3.784344		3.78675		40.07287		14.99446		15		22.95778		22.97856		79.56471		53.62614		54		10.85536		40.03803		40		23.03537		97.64104		98.51848		58.32524		52.80676		52.67298		62.989		35.32247		35.3		98.74376		48.51042		48.51		52.80696
495		3.786623		3.78675		40.18654		14.97385		15		23.02737		23.02216		79.54754		53.68412		54		11.01926		39.9772		40		22.99888		97.60211		98.75173		58.44752		52.77328		52.55477		63.83841		35.2973		35.3		98.38579		48.50208		48.51		52.72338
498		3.786552		3.78675		40.18296		14.97969		15		23.01362		23.00023		79.54243		53.57388		54		10.69849		40.03649		40		23.03447		97.50105		98.54111		58.47212		52.68359		52.8182		60.30613		35.32723		35.3		98.82131		48.49474		48.51		52.64995
501		3.78497		3.78675		40.10344		14.94581		15		22.99333		23.00039		79.55778		53.57217		54		10.69037		40.03839		40		23.03567		97.54501		98.53161		58.5074		52.81869		52.75945		62.24469		35.29496		35.3		98.35913		48.50501		48.51		52.75262
504		3.787387		3.78675		40.22404		15.0674		15		23.04368		23.02722		79.54249		53.587		54		10.72951		40.03396		40		23.03301		97.66961		98.46073		58.50958		52.75945		53.09777		58.26836		35.31705		35.3		98.68181		48.50062		48.51		52.70868
507		3.786838		3.78675		40.19651		15.0082		15		23.00919		23.01941		79.56032		53.52846		54		10.55718		39.99406		40		23.00909		97.70794		98.8223		58.63897		52.78234		52.61017		63.37397		35.31699		35.3		98.68468		48.50725		48.51		52.77496
510		3.789837		3.78675		40.34649		15.02296		15		23.00955		23.02605		79.56486		53.5854		54		10.71751		40.0176		40		23.02325		97.7061		98.50764		58.60973		52.75696		52.58833		63.33962		35.31124		35.3		98.6059		48.50121		48.51		52.71444
513		3.787065		3.78675		40.20771		14.9788		15		22.98595		23.03657		79.58877		53.59282		54		10.7351		40.04739		40		23.04113		97.66738		98.65729		58.70447		52.73589		52.60958		62.91625		35.33742		35.3		98.98776		48.51559		48.51		52.85816
516		3.785638		3.78675		40.13635		15.02085		15		22.99214		23.00036		79.56065		53.54959		54		10.60674		40.00053		40		23.013		97.74092		98.53479		58.70408		52.80429		52.88786		60.81599		35.32267		35.3		98.77979		48.50897		48.51		52.79185
519		3.786764		3.78675		40.19287		14.9904		15		23.03208		23.02297		79.54853		53.5415		54		10.57951		40.01091		40		23.01922		97.60958		98.57156		58.79688		52.79742		52.76386		61.98777		35.30363		35.3		98.51108		48.51601		48.51		52.86222
522		3.785559		3.78675		40.13259		14.99037		15		23.00302		23.02521		79.56915		53.56874		54		10.65357		40.01897		40		23.02405		97.82413		98.57929		58.79197		52.74258		52.85484		60.52814		35.30585		35.3		98.54719		48.51416		48.51		52.84369
525		3.785384		3.78675		40.12331		14.98632		15		23.00939		22.98572		79.53798		53.47055		54		10.3665		39.97849		40		22.9997		97.72974		98.52543		58.85101		52.7815		52.67956		62.6712		35.31922		35.3		98.74528		48.50751		48.51		52.77713
528		3.78587		3.78675		40.14754		14.99605		15		23.0042		23.00809		79.55642		53.43441		54		10.25808		39.99541		40		23.00983		97.81681		98.5508		58.88172		52.77832		52.81047		61.3289		35.33224		35.3		98.93771		48.51751		48.51		52.87713
531		3.785188		3.78675		40.11346		15.00771		15		22.97638		23.01307		79.57805		53.44596		54		10.28685		39.95441		40		22.98519		97.81675		98.59102		58.93448		52.77423		52.6195		63.19598		35.30915		35.3		98.60902		48.50182		48.51		52.72015
534		3.786022		3.78675		40.15477		14.93493		15		22.99878		22.98533		79.54306		53.49909		54		10.43514		39.99424		40		23.00902		97.88892		98.88163		59.0316		52.74271		52.82986		60.77503		35.31082		35.3		98.6372		48.51068		48.51		52.80884
537		3.78659		3.78675		40.18311		15.00456		15		22.96706		22.96381		79.54803		53.43623		54		10.2493		39.96497		40		22.99136		97.90756		98.4532		58.96195		52.79847		52.80077		61.62198		35.32379		35.3		98.8282		48.50202		48.51		52.72223
540		3.788782		3.78675		40.2927		15.00407		15		22.98443		22.95915		79.53199		53.42423		54		10.20968		39.94654		40		22.98021		97.79447		98.72222		59.10234		52.78475		52.97139		59.77579		35.3215		35.3		98.8009		48.508		48.51		52.78208
543		3.788182		3.78675		40.26267		14.94914		15		23.00735		22.99645		79.54012		53.39923		54		10.13262		39.94765		40		22.98081		97.82517		98.53637		59.08873		52.77776		52.91587		60.25608		35.3235		35.3		98.83379		48.50741		48.51		52.77623
546		3.785161		3.78675		40.11143		15.01251		15		22.99434		22.97902		79.53539		53.39311		54		10.10985		39.86242		40		22.92954		97.98967		98.93441		59.18785		52.82362		52.78711		62.00179		35.32942		35.3		98.92342		48.50956		48.51		52.79779
549		3.785361		3.78675		40.12102		14.97444		15		23.01171		22.95231		79.50417		53.37919		54		10.06424		39.84596		40		22.91952		97.95772		98.61348		59.15619		52.82399		52.89326		60.9435		35.30488		35.3		98.57446		48.50618		48.51		52.76388
552		3.785641		3.78675		40.1346		14.98014		15		22.93776		22.95091		79.54992		53.25762		54		9.70866		39.84924		40		22.92133		97.90973		98.74037		59.23836		52.81989		52.75171		62.3157		35.3089		35.3		98.63592		48.53107		48.51		53.01288
555		3.78594		3.78675		40.14896		15.02986		15		23.01648		22.94778		79.49294		53.29728		54		9.81709		39.84929		40		22.92119		97.94367		98.80957		59.28842		52.8345		52.81316		61.84647		35.31166		35.3		98.68041		48.52274		48.51		52.9297
558		3.78542		3.78675		40.12262		14.98809		15		22.93072		22.92632		79.53244		53.34274		54		9.942308		39.84445		40		22.91809		97.88626		98.58126		59.28094		52.80403		52.78145		61.85705		35.29773		35.3		98.48218		48.52259		48.51		52.92826
561		3.785507		3.78675		40.12652		14.94166		15		22.95749		22.93575		79.51801		53.377		54		10.03491		39.86127		40		22.92799		98.01175		98.70308		59.31889		52.86219		52.8515		61.73802		35.32902		35.3		98.93791		48.52672		48.51		52.96965
564		3.784784		3.78675		40.09026		14.9806		15		22.98367		22.91564		79.48279		53.2666		54		9.710876		39.86134		40		22.9278		98.05457		98.7631		59.35734		52.8306		53.00794		59.85438		35.29373		35.3		98.43217		48.52246		48.51		52.92719
567		3.786401		3.78675		40.17045		15.05525		15		23.00133		22.93936		79.48246		53.26782		54		9.708158		39.84379		40		22.91703		97.99811		98.4905		59.33605		52.8374		52.94363		60.56237		35.30208		35.3		98.55503		48.50553		48.51		52.75804
570		3.786706		3.78675		40.18543		15.0386		15		22.96752		22.92449		79.49154		53.31972		54		9.851256		39.8502		40		22.92063		98.09304		98.67646		59.3928		52.86157		52.79812		62.2566		35.31542		35.3		98.7504		48.50895		48.51		52.7924
573		3.785917		3.78675		40.14503		14.9795		15		22.97569		22.90557		79.46914		53.23022		54		9.586825		39.84148		40		22.91515		97.93222		98.44779		59.40934		52.80371		52.8343		61.31593		35.30719		35.3		98.6349		48.54184		48.51		53.1214
576		3.787665		3.78675		40.23191		15.03812		15		22.92503		22.89607		79.4919		53.2079		54		9.515791		39.83961		40		22.91374		98.11472		98.81204		59.48708		52.89933		52.79428		62.6691		35.29851		35.3		98.51282		48.50357		48.51		52.73887
579		3.787963		3.78675		40.24643		14.97802		15		22.93938		22.88269		79.4686		53.19744		54		9.478765		39.76223		40		22.86703		98.02744		98.80673		59.53626		52.90415		52.79614		62.70208		35.31812		35.3		98.79729		48.51093		48.51		52.81258
582		3.786752		3.78675		40.18516		14.99717		15		22.9791		22.88114		79.43546		53.20766		54		9.501146		39.84155		40		22.91431		98.11131		98.85937		59.56106		52.83963		52.70948		62.92453		35.2915		35.3		98.41699		48.51011		48.51		52.80441
585		3.786717		3.78675		40.18288		15.06007		15		22.92613		22.85964		79.45178		53.22692		54		9.549684		39.75535		40		22.86227		98.04508		98.49532		59.51862		52.87437		52.86856		61.68055		35.3005		35.3		98.55007		48.51742		48.51		52.87772
588		3.786621		3.78675		40.17758		15.03933		15		22.9637		22.86895		79.42703		53.13199		54		9.268812		39.76646		40		22.8686		98.06857		98.63543		59.57716		52.90612		52.99985		60.68769		35.32426		35.3		98.89526		48.50721		48.51		52.77567
591		3.786885		3.78675		40.18991		14.95331		15		22.9336		22.91333		79.47039		53.10154		54		9.173675		39.81868		40		22.89957		98.1797		98.78824		59.61731		52.89413		52.96887		60.87529		35.29091		35.3		98.41703		48.52753		48.51		52.97909
