Trend data for Model:	
Model time base:		8
Plot duration (secs):		1800

Plot information - trends












Plot information - trajectories














Tag-names		23LIC0001:Measurement		23LIC0001:InternalSetpoint		23LIC0001:ControllerOutput		23LIC0002:Measurement		23LIC0002:InternalSetpoint		23LIC0002:ControllerOutput
216		0.6003341		0.6		0.2588573		0.7454395		0.75		0.6630581
224		0.599708		0.6		0.2209154		0.7450189		0.75		0.6626842
232		0.5981366		0.6		0.1203779		0.7469693		0.75		0.6627863
240		0.5980023		0.6		0.1089226		0.7455668		0.75		0.6622084
248		0.6011679		0.6		0.3063276		0.7469087		0.75		0.6622211
256		0.600801		0.6		0.2851569		0.7464311		0.75		0.6619146
264		0.6023473		0.6		0.3877859		0.7449674		0.75		0.6614197
272		0.6008477		0.6		0.2961354		0.7458882		0.75		0.6614038
280		0.5993411		0.6		0.1990638		0.7466307		0.75		0.6612973
288		0.5981479		0.6		0.1420274		0.7480572		0.75		0.6613742
296		0.60007		0.6		0.2609467		0.7464908		0.75		0.6608544
304		0.6008422		0.6		0.3123807		0.7487093		0.75		0.6611544
312		0.6015112		0.6		0.3584449		0.7484627		0.75		0.6610156
320		0.5988978		0.6		0.1942826		0.7465287		0.75		0.6604488
328		0.5975339		0.6		0.1058592		0.7483883		0.75		0.6607052
336		0.5972301		0.6		0.08740823		0.7498161		0.75		0.6609054
344		0.6000516		0.6		0.2628668		0.7500276		0.75		0.6608557
352		0.6014752		0.6		0.3547877		0.7512584		0.75		0.6610476
360		0.6008088		0.6		0.3151646		0.7504445		0.75		0.6608717
368		0.6003767		0.6		0.2893822		0.7486136		0.75		0.6604648
376		0.597535		0.6		0.1095033		0.7478067		0.75		0.6602635
384		0.5965035		0.6		0.03890207		0.7488089		0.8		0.6500524
392		0.599865		0.6		0.2476796		0.7498225		0.8		0.6470206
400		0.6016393		0.6		0.3611403		0.7506208		0.8		0.6440509
408		0.6033814		0.6		0.4763474		0.7544222		0.8		0.6418303
416		0.5982123		0.6		0.1517466		0.7530324		0.8		0.6386207
424		0.5962249		0.6		0.02297501		0.7555041		0.8		0.6362502
432		0.5960167		0.6		0.01479407		0.7556357		0.8		0.6334912
440		0.6006939		0.6		0.3072869		0.7594055		0.8		0.6316161
448		0.601925		0.6		0.3884157		0.7631999		0.8		0.6299782
456		0.6030479		0.6		0.4647438		0.7664641		0.8		0.6283321
464		0.5998378		0.6		0.2634755		0.7662114		0.8		0.6260883
472		0.5971742		0.6		0.09049597		0.7684683		0.8		0.6244957
480		0.597422		0.6		0.1287449		0.7705926		0.8		0.6229756
488		0.6003284		0.6		0.307593		0.7757112		0.8		0.622264
496		0.603225		0.6		0.4960116		0.7797781		0.8		0.6216476
504		0.6017624		0.6		0.4092601		0.7808384		0.8		0.6205531
512		0.5973153		0.6		0.1270345		0.7823621		0.8		0.6196513
520		0.5954607		0.6		0.06471633		0.7815657		0.8		0.6184154
528		0.598224		0.6		0.2304627		0.7860159		0.8		0.6183928
536		0.6003054		0.6		0.3609109		0.789272		0.8		0.6183775
544		0.6003853		0.6		0.3685385		0.794155		0.8		0.6188875
552		0.5986631		0.6		0.260124		0.7963007		0.8		0.6189724
560		0.5963488		0.6		0.1093357		0.7988372		0.8		0.6192931
568		0.5944484		0.6		0		0.8023391		0.8		0.6200028
576		0.597453		0.6		0.1834746		0.802203		0.8		0.6200826
584		0.6010414		0.6		0.408554		0.8053888		0.8		0.6209799
592		0.6015808		0.6		0.4450097		0.8087661		0.8		0.6220733
600		0.5994866		0.6		0.3142467		0.8088355		0.8		0.6226264
608		0.5960749		0.6		0.09326113		0.809537		0.8		0.6233346
616		0.5947436		0.6		0.04238467		0.8115834		0.8		0.624437
624		0.5976716		0.6		0.2200958		0.8137699		0.8		0.6256763
632		0.6008625		0.6		0.4210674		0.8146245		0.8		0.6268221
640		0.6007113		0.6		0.4139626		0.8161254		0.8		0.6281627
648		0.5978515		0.6		0.2314131		0.817134		0.8		0.6294645
656		0.5958361		0.6		0.09626236		0.8181808		0.8		0.630896
664		0.5949422		0.6		0.06418814		0.820567		0.8		0.6326853
672		0.5989202		0.6		0.3091834		0.8223475		0.8		0.6345141
680		0.6004437		0.6		0.4051709		0.8230937		0.8		0.6361649
688		0.6000988		0.6		0.3852299		0.824832		0.8		0.6381238
696		0.5962508		0.6		0.1395086		0.8254374		0.8		0.6398952
704		0.5944453		0.6		0.01766359		0.8277458		0.8		0.6421053
712		0.5959322		0.6		0.1156953		0.8269817		0.8		0.6437325
720		0.5998398		0.6		0.3574216		0.8312257		0.8		0.6465
728		0.6016809		0.6		0.4755668		0.8324663		0.8		0.6487053
736		0.599997		0.6		0.3718901		0.8330584		0.8		0.6508701
744		0.5953872		0.6		0.07688744		0.8318287		0.8		0.652616
752		0.5945848		0.6		0.07738939		0.830013		0.8		0.654271
760		0.5962149		0.6		0.1813131		0.8327247		0.8		0.6568763
768		0.5995943		0.6		0.3909175		0.8346481		0.8		0.6594297
776		0.6011503		0.6		0.4904374		0.8341397		0.8		0.6615617
784		0.5980033		0.6		0.2905224		0.8329544		0.8		0.6634736
792		0.5943376		0.6		0.09493656		0.8333206		0.8		0.6656991
800		0.5933276		0.6		0.042841		0.8344532		0.8		0.6680788
808		0.5964411		0.6		0.2291946		0.8340192		0.8		0.6701228
816		0.5983392		0.6		0.345647		0.8343827		0.8		0.6724124
824		0.5983366		0.6		0.3442678		0.83275		0.8		0.6743053
832		0.5963494		0.6		0.2148171		0.8315165		0.8		0.6761706
840		0.5936608		0.6		0.03533383		0.8308487		0.8		0.67808
848		0.5948378		0.6		0.09746122		0.8331693		0.8		0.6806082
856		0.5987531		0.6		0.3360933		0.8315023		0.8		0.6822918
864		0.6010646		0.6		0.4807667		0.8315243		0.8		0.684337
872		0.6005363		0.6		0.4485824		0.8307418		0.8		0.6861892
880		0.5964572		0.6		0.188008		0.8283309		0.8		0.6875885
888		0.5934477		0.6		0		0.8288509		0.8		0.68952
896		0.5943984		0.6		0.1187598		0.8270261		0.8		0.690908
904		0.5983743		0.6		0.3628484		0.8267436		0.8		0.6926166
912		0.6000486		0.6		0.4661086		0.8258972		0.8		0.6940875
920		0.5991293		0.6		0.4060608		0.8235123		0.8		0.6951935
928		0.5953514		0.6		0.161079		0.8219963		0.8		0.6963569
936		0.5948529		0.6		0.1716267		0.8202537		0.8		0.6974124
944		0.5948186		0.6		0.1572708		0.820701		0.8		0.6988004
952		0.5981906		0.6		0.3634307		0.8191467		0.8		0.6997575
960		0.6000984		0.6		0.4814981		0.8186093		0.8		0.7008349
968		0.5970307		0.6		0.2836811		0.8156239		0.8		0.7012911
976		0.5960592		0.6		0.2136325		0.8138833		0.8		0.7018903
984		0.5940392		0.6		0.0752487		0.8103151		0.8		0.7020338
992		0.5958943		0.6		0.1821372		0.8105513		0.8		0.702828
1000		0.5987351		0.6		0.3560168		0.811877		0.8		0.7038007
1008		0.5990748		0.6		0.3759973		0.8095698		0.8		0.7039972
1016		0.5974357		0.6		0.2703356		0.8061322		0.8		0.7038215
1024		0.5941292		0.6		0.05405088		0.806963		0.8		0.704349
1032		0.594437		0.6		0.1387946		0.8030213		0.8		0.7037999
1040		0.5977583		0.6		0.3395244		0.8013552		0.8		0.7036462
1048		0.5993927		0.6		0.4380408		0.80033		0.8		0.7035255
1056		0.5989281		0.6		0.4069955		0.7969212		0.8		0.7027462
1064		0.5947196		0.6		0.1354512		0.7963637		0.8		0.7024313
1072		0.5925439		0.6		0.03466893		0.7911356		0.8		0.7009452
1080		0.5949312		0.6		0.1721532		0.7914252		0.8		0.700459
1088		0.5981812		0.6		0.3701297		0.7903905		0.8		0.6996356
1096		0.599464		0.6		0.4477865		0.788324		0.8		0.6985062
1104		0.5971288		0.6		0.2965316		0.7863442		0.8		0.6972462
1112		0.594818		0.6		0.1432286		0.7822623		0.8		0.6954005
1120		0.5921192		0.6		0		0.7814273		0.8		0.6940909
1128		0.5946551		0.6		0.149248		0.779905		0.8		0.6925692
1136		0.5973836		0.6		0.31506		0.7793171		0.8		0.6911426
1144		0.5987734		0.6		0.3990019		0.7763011		0.8		0.6891112
1152		0.5956475		0.6		0.1982998		0.7743356		0.8		0.687142
1160		0.5943969		0.6		0.1105048		0.7738951		0.8		0.6854381
1168		0.5938143		0.6		0.06183374		0.7718837		0.8		0.6833219
1176		0.5956448		0.6		0.1667503		0.7722864		0.8		0.6816062
1184		0.5979267		0.6		0.3050354		0.7699354		0.8		0.6792626
1192		0.59937		0.6		0.3962146		0.768532		0.8		0.6770801
1200		0.5992426		0.6		0.3877774		0.7675181		0.8		0.6749274
1208		0.5935468		0.6		0.02142136		0.7658267		0.8		0.6725403
1216		0.5914037		0.6		0		0.7652769		0.8		0.6702834
1224		0.5953748		0.6		0.2380278		0.7668159		0.8		0.6684442
1232		0.5984475		0.6		0.4258147		0.7684241		0.8		0.6666684
1240		0.5984455		0.6		0.4226904		0.7680156		0.8		0.6644577
1248		0.5954387		0.6		0.2272897		0.7650619		0.8		0.6616835
1256		0.5935602		0.6		0.09590315		0.7651676		0.8		0.6595103
1264		0.5939351		0.6		0.1129797		0.76587		0.8		0.6574197
1272		0.5962582		0.6		0.2488334		0.7670914		0.8		0.6555214
1280		0.6002405		0.6		0.4972346		0.7695215		0.8		0.6539466
1288		0.5993295		0.6		0.4389374		0.7663073		0.8		0.6512537
1296		0.59589		0.6		0.2162347		0.7692088		0.8		0.649786
1304		0.5935991		0.6		0.1031428		0.7686051		0.8		0.6476428
1312		0.5936583		0.6		0.09248012		0.7703127		0.8		0.6459923
1320		0.5984819		0.6		0.3875555		0.7714594		0.8		0.6443597
1328		0.5995653		0.6		0.4536119		0.7727354		0.8		0.6428802
1336		0.5981526		0.6		0.3639252		0.7736746		0.8		0.6414251
1344		0.5948345		0.6		0.1475424		0.7757134		0.8		0.6402396
1352		0.5944202		0.6		0.1085034		0.7769534		0.8		0.6389255
1360		0.5924757		0.6		0.05633855		0.7788373		0.8		0.6378532
1368		0.5966114		0.6		0.3081916		0.7798396		0.8		0.6367241
1376		0.59958		0.6		0.4930758		0.785008		0.8		0.6365871
1384		0.5970416		0.6		0.3298647		0.7817781		0.8		0.6348418
1392		0.593015		0.6		0.06537863		0.7835092		0.8		0.634123
1400		0.5930708		0.6		0.09084962		0.7850302		0.8		0.6334414
1408		0.5927526		0.6		0.1630876		0.7872684		0.8		0.63303
1416		0.5976372		0.6		0.4628801		0.7901985		0.8		0.6329486
1424		0.5974048		0.6		0.4424627		0.7932347		0.8		0.6330367
1432		0.5930139		0.6		0.1562243		0.7930686		0.8		0.6325311
1440		0.5911384		0.6		0.04367561		0.7936543		0.8		0.6322481
1448		0.5937678		0.6		0.212247		0.7952239		0.8		0.6322784
1456		0.5943936		0.6		0.2393948		0.798525		0.8		0.6327897
1464		0.5988412		0.6		0.5133276		0.8023888		0.8		0.6335675
1472		0.5965072		0.6		0.3602703		0.8019839		0.8		0.6336288
1480		0.5932372		0.6		0.1431806		0.8019751		0.8		0.6337924
1488		0.5914723		0.6		0.03466543		0.8054346		0.8		0.6347843
1496		0.5942726		0.6		0.1964534		0.8061152		0.8		0.6352739
1504		0.5958509		0.6		0.287267		0.8084574		0.8		0.6362206
1512		0.5975008		0.6		0.3867808		0.8098694		0.8		0.6370768
1520		0.5967564		0.6		0.334271		0.8092873		0.8		0.6375709
1528		0.5920196		0.6		0.02381846		0.8104333		0.8		0.6384684
1536		0.5933358		0.6		0.09221065		0.810528		0.8		0.6392353
1544		0.5944697		0.6		0.151225		0.8151008		0.8		0.6409911
1552		0.599915		0.6		0.4890461		0.8144804		0.8		0.6418048
1560		0.5993879		0.6		0.4539206		0.8148757		0.8		0.6428515
1568		0.5951048		0.6		0.1793294		0.8178231		0.8		0.6445187
1576		0.5939873		0.6		0.09824578		0.8172738		0.8		0.6454794
1584		0.5927888		0.6		0.05054199		0.8183536		0.8		0.6468019
1592		0.5956972		0.6		0.2229712		0.8209886		0.8		0.6485438
1600		0.5991974		0.6		0.4390147		0.8199904		0.8		0.6495869
1608		0.5996376		0.6		0.4652425		0.8213251		0.8		0.651194
1616		0.5959495		0.6		0.2278579		0.8211205		0.8		0.6524547
1624		0.5922376		0.6		0.006557629		0.8210434		0.8		0.6537425
1632		0.5930635		0.6		0.04512424		0.8229337		0.8		0.6554868
1640		0.5974092		0.6		0.3098428		0.8230013		0.8		0.6569538
1648		0.6009369		0.6		0.5292144		0.823269		0.8		0.658485
1656		0.5986449		0.6		0.3836473		0.8245896		0.8		0.6602623
1664		0.5964344		0.6		0.2393007		0.8222324		0.8		0.6612748
1672		0.5925165		0.6		0		0.8240339		0.8		0.6631171
1680		0.5932246		0.6		0.0634496		0.8235672		0.8		0.66451
1688		0.5979889		0.6		0.3563913		0.826504		0.8		0.6666294
1696		0.5991103		0.6		0.4247083		0.8234409		0.8		0.6675897
1704		0.5992186		0.6		0.4293495		0.8233726		0.8		0.6691217
1712		0.5946453		0.6		0.1332144		0.8227542		0.8		0.6704874
1720		0.5925521		0.6		0		0.8232104		0.8		0.672064
1728		0.5959205		0.6		0.2010665		0.8215321		0.8		0.6731861
1736		0.5991102		0.6		0.3962476		0.8238482		0.8		0.6751315
1744		0.5994555		0.6		0.4164981		0.8234774		0.8		0.676505
1752		0.5973977		0.6		0.2844606		0.8212818		0.8		0.6774741
1760		0.593432		0.6		0.02691171		0.8227095		0.8		0.6791313
1768		0.5945056		0.6		0.09985645		0.820512		0.8		0.6799884
1776		0.5966811		0.6		0.2263631		0.819179		0.8		0.6809925
1784		0.6011649		0.6		0.5057976		0.819727		0.8		0.6824185
1792		0.6006051		0.6		0.471827		0.8198829		0.8		0.6837124
1800		0.597469		0.6		0.2717252		0.8191301		0.8		0.6847265
