Trend data for Model:	
Model time base:		8
Plot duration (secs):		1800

Plot information - trends












Plot information - trajectories














Tag-names		23LIC0001:Measurement		23LIC0001:InternalSetpoint		23LIC0001:ControllerOutput		23LIC0002:Measurement		23LIC0002:InternalSetpoint		23LIC0002:ControllerOutput
216		0.6005137		0.6		0.2497119		0.7497373		0.75		0.6631495
224		0.5991996		0.6		0.234596		0.750807		0.75		0.6695915
232		0.5990055		0.6		0.2324649		0.7480309		0.75		0.6530547
240		0.6003394		0.6		0.2477646		0.749469		0.75		0.6615155
248		0.5999083		0.6		0.2427757		0.7514666		0.75		0.6734447
256		0.6004412		0.6		0.2490533		0.7492294		0.75		0.6599045
264		0.5999033		0.6		0.2429967		0.7488068		0.75		0.6576279
272		0.5995086		0.6		0.2384087		0.7495334		0.75		0.6622242
280		0.5994701		0.6		0.2380664		0.7497685		0.75		0.663661
288		0.6001455		0.6		0.2459439		0.748118		0.75		0.6532861
296		0.6013389		0.6		0.2597419		0.7507784		0.75		0.6691629
304		0.6004567		0.6		0.2495311		0.7509727		0.75		0.6704704
312		0.6008756		0.6		0.2542431		0.7495581		0.75		0.6617642
320		0.6003249		0.6		0.2478076		0.7480341		0.75		0.6523783
328		0.5993846		0.6		0.2370164		0.751018		0.75		0.6706197
336		0.600065		0.6		0.24478		0.7491231		0.75		0.6593557
344		0.6001085		0.6		0.2453394		0.7497569		0.75		0.6633916
352		0.5998719		0.6		0.2426968		0.7491413		0.75		0.6598774
360		0.600248		0.6		0.247047		0.7507279		0.75		0.6693187
368		0.6010821		0.6		0.2566608		0.74985		0.75		0.6640513
376		0.6006233		0.6		0.2513753		0.7512997		0.75		0.6726728
384		0.6005686		0.6		0.2507433		0.7497877		0.75		0.6633367
392		0.6021032		0.6		0.2684931		0.7491766		0.75		0.6597125
400		0.6006159		0.6		0.2513178		0.7505592		0.75		0.668114
408		0.6013614		0.6		0.2599096		0.7491125		0.75		0.6593438
416		0.6007036		0.65		8.814442e-005		0.7491471		0.75		0.659554
424		0.6035892		0.65		0.01950128		0.7488814		0.75		0.6579471
432		0.6085081		0.65		0.06347321		0.7526244		0.75		0.6815494
440		0.6152458		0.65		0.130068		0.7517762		0.75		0.6782286
448		0.6192501		0.65		0.1667685		0.7531901		0.75		0.68887
456		0.623642		0.65		0.2092078		0.7535787		0.75		0.6931219
464		0.6260143		0.65		0.2294527		0.7507586		0.75		0.6773514
472		0.6284122		0.65		0.2504556		0.7507317		0.75		0.6778683
480		0.6274321		0.65		0.2329696		0.7508285		0.75		0.6786245
488		0.6297886		0.65		0.253915		0.7483654		0.75		0.6631764
496		0.6293355		0.65		0.2426079		0.7481542		0.75		0.6609494
504		0.6289229		0.65		0.2318467		0.7486663		0.75		0.6630963
512		0.6277735		0.65		0.212509		0.7489418		0.75		0.6637263
520		0.6300874		0.65		0.2331876		0.7494885		0.75		0.6661714
528		0.6297507		0.65		0.223589		0.7484447		0.75		0.6596249
536		0.6305827		0.65		0.2275115		0.7511271		0.75		0.6756743
544		0.6308709		0.65		0.2252868		0.7488831		0.75		0.6618255
552		0.6314195		0.65		0.226171		0.7497853		0.75		0.6667612
560		0.6307525		0.65		0.2131766		0.7496951		0.75		0.6660678
568		0.6342721		0.65		0.2486477		0.7501328		0.75		0.6688265
576		0.6336522		0.65		0.2366619		0.7477137		0.75		0.6541233
584		0.6327122		0.65		0.2210926		0.7506553		0.75		0.6716188
592		0.6352959		0.65		0.2462747		0.7509894		0.75		0.6733745
600		0.6344973		0.65		0.2324291		0.7512069		0.75		0.6749619
608		0.6342446		0.65		0.2250238		0.7494494		0.75		0.6641604
616		0.6336637		0.65		0.2140104		0.7499688		0.75		0.6671014
624		0.63528		0.65		0.2283248		0.7502918		0.75		0.6692072
632		0.6342786		0.65		0.2126242		0.7492183		0.75		0.6624433
640		0.6388279		0.65		0.2609882		0.7504975		0.75		0.6700289
648		0.636277		0.65		0.2278008		0.7478232		0.75		0.6536565
656		0.6384957		0.65		0.2495175		0.7490233		0.75		0.6604458
664		0.6398446		0.65		0.2614844		0.7515307		0.75		0.6754953
672		0.6382009		0.65		0.2389828		0.7500226		0.75		0.6662666
680		0.6375088		0.65		0.2277958		0.7504957		0.75		0.6697086
688		0.6370766		0.65		0.2194875		0.7506073		0.75		0.6699808
696		0.637768		0.65		0.2240769		0.7494398		0.75		0.6628594
704		0.6375849		0.65		0.2186711		0.7494936		0.75		0.6628804
712		0.6400414		0.65		0.2439469		0.7500644		0.75		0.6660982
720		0.6374811		0.65		0.2112572		0.7512161		0.75		0.6734483
728		0.6407802		0.65		0.2462948		0.7501572		0.75		0.6671328
736		0.6398854		0.65		0.2330432		0.7494978		0.75		0.6632178
744		0.6397837		0.65		0.2291186		0.7507229		0.75		0.6707478
752		0.6404308		0.65		0.2339259		0.7503765		0.75		0.6687129
760		0.6404395		0.65		0.2314433		0.7493538		0.75		0.6625426
768		0.6403633		0.65		0.227888		0.7503823		0.75		0.6685224
776		0.6412005		0.65		0.2350647		0.7511771		0.75		0.6733313
784		0.6410373		0.65		0.2307583		0.7504994		0.75		0.6692504
792		0.6414395		0.65		0.2329615		0.7488015		0.75		0.6590865
800		0.6425577		0.65		0.24347		0.7505238		0.75		0.66925
808		0.6428757		0.65		0.2447701		0.7504094		0.75		0.6684946
816		0.6440126		0.65		0.2556578		0.7484592		0.75		0.6563617
824		0.642062		0.65		0.231059		0.7505074		0.75		0.6684127
832		0.6440552		0.65		0.2518949		0.7496466		0.75		0.6630956
840		0.6432166		0.65		0.2402825		0.7505746		0.75		0.6689221
848		0.6428382		0.65		0.2339172		0.7510727		0.75		0.6722213
856		0.6430241		0.65		0.2341034		0.7506076		0.75		0.6694079
864		0.6428944		0.65		0.2307567		0.7506863		0.75		0.6697717
872		0.6435208		0.65		0.2361459		0.7479271		0.75		0.6532753
880		0.6444491		0.65		0.2450354		0.7493546		0.75		0.6614935
888		0.6454026		0.65		0.2543611		0.7507634		0.75		0.6697379
896		0.6439362		0.65		0.2359545		0.7491319		0.75		0.6597972
904		0.6449865		0.65		0.2464771		0.7512466		0.75		0.6725933
912		0.6448157		0.65		0.2430666		0.7482024		0.75		0.6543267
920		0.6438202		0.65		0.2298829		0.7498886		0.75		0.66471
928		0.6437084		0.65		0.2270438		0.751062		0.75		0.6720057
936		0.6444018		0.65		0.2335629		0.7502426		0.75		0.6673596
944		0.6447544		0.65		0.2361131		0.7506066		0.75		0.6693659
952		0.6453183		0.65		0.24123		0.7497785		0.75		0.6640744
960		0.6451129		0.65		0.2375157		0.7504406		0.75		0.6681441
968		0.6454949		0.65		0.2405478		0.7508773		0.75		0.6707173
976		0.6460347		0.65		0.2454075		0.7484909		0.75		0.6562331
984		0.645668		0.65		0.2401084		0.7499787		0.75		0.6649717
992		0.6463646		0.65		0.2468779		0.7496492		0.75		0.6629462
1000		0.645669		0.65		0.2376595		0.7508626		0.75		0.6704905
1008		0.6464385		0.65		0.2453895		0.750461		0.75		0.6682731
1016		0.647293		0.65		0.2541352		0.7493435		0.75		0.6611227
1024		0.6470013		0.65		0.2497329		0.749298		0.75		0.6606192
1032		0.6457568		0.65		0.2343719		0.7502338		0.75		0.6663601
1040		0.6457781		0.65		0.2335848		0.7519281		0.75		0.6771069
1048		0.6460697		0.65		0.2358735		0.7499641		0.75		0.6653666
1056		0.6467954		0.65		0.2431495		0.7499253		0.75		0.6650722
1064		0.6479866		0.65		0.2559319		0.7503784		0.75		0.66743
1072		0.6462484		0.65		0.2349422		0.7493502		0.75		0.6611367
1080		0.6471342		0.65		0.2442034		0.7518647		0.75		0.6762219
1088		0.6471291		0.65		0.2432574		0.7504076		0.75		0.6677868
1096		0.6459247		0.65		0.2285141		0.7489489		0.75		0.6588803
1104		0.6487418		0.65		0.2602334		0.7497487		0.75		0.6638805
1112		0.6468372		0.65		0.237665		0.7511264		0.75		0.6723443
1120		0.6462115		0.65		0.2296657		0.748809		0.75		0.6582953
1128		0.6474861		0.65		0.2436658		0.7504659		0.75		0.6683033
1136		0.6476333		0.65		0.2446275		0.7494347		0.75		0.661813
1144		0.6472363		0.65		0.2393373		0.7501435		0.75		0.6657452
1152		0.6480604		0.65		0.2481741		0.750641		0.75		0.6684986
1160		0.6467169		0.65		0.2319886		0.7509013		0.75		0.6700654
1168		0.6482924		0.65		0.2492711		0.7498351		0.75		0.6637252
1176		0.647993		0.65		0.2452685		0.7501245		0.75		0.6658232
1184		0.64723		0.65		0.2358242		0.7508995		0.75		0.6706838
1192		0.6466334		0.65		0.2284136		0.7498806		0.75		0.6643222
1200		0.6473418		0.65		0.2357846		0.750518		0.75		0.6682541
1208		0.6486252		0.65		0.2501335		0.7518083		0.75		0.6757973
1216		0.6487496		0.65		0.2510738		0.7493968		0.75		0.6612823
1224		0.6477257		0.65		0.2387827		0.7496823		0.75		0.6629827
1232		0.6491594		0.65		0.2547439		0.7497667		0.75		0.6633454
1240		0.6480992		0.65		0.241993		0.7491297		0.75		0.659702
1248		0.6474219		0.65		0.2336673		0.7503463		0.75		0.6674261
1256		0.6481977		0.65		0.2421153		0.7507803		0.75		0.6701534
1264		0.6484123		0.65		0.2440535		0.7485135		0.75		0.6560194
1272		0.6483766		0.65		0.243097		0.7500996		0.75		0.6649823
1280		0.6480484		0.65		0.2388949		0.750811		0.75		0.6694704
1288		0.6484705		0.65		0.2433397		0.7498076		0.75		0.6635033
1296		0.6470666		0.65		0.2266146		0.750467		0.75		0.6677891
1304		0.6492302		0.65		0.2511145		0.7489527		0.75		0.6587712
1312		0.6494295		0.65		0.2529366		0.7500341		0.75		0.6655188
1320		0.648896		0.65		0.2463603		0.7509289		0.75		0.6706107
1328		0.6491401		0.65		0.2487857		0.7518432		0.75		0.6763502
1336		0.6478872		0.65		0.2340637		0.7501052		0.75		0.6662117
1344		0.6500596		0.65		0.2587257		0.7489167		0.75		0.6590299
1352		0.6481068		0.65		0.2358071		0.7497386		0.75		0.6638386
1360		0.6479258		0.65		0.2333962		0.7476521		0.75		0.6507524
1368		0.6492413		0.65		0.2484547		0.7481341		0.75		0.6533606
1376		0.6478848		0.65		0.2325105		0.7497292		0.75		0.6631123
1384		0.6485947		0.65		0.2404419		0.7505022		0.75		0.6675378
1392		0.6480203		0.65		0.2335984		0.7510942		0.75		0.6715317
1400		0.6476259		0.65		0.2287422		0.7477078		0.75		0.651186
1408		0.6496749		0.65		0.2519195		0.7496279		0.75		0.6623735
1416		0.6486495		0.65		0.2397813		0.7500868		0.75		0.6650506
1424		0.6513363		0.65		0.2703663		0.7497164		0.75		0.6626295
1432		0.6477108		0.65		0.228362		0.749714		0.75		0.6626686
1440		0.6492373		0.65		0.2457336		0.7513344		0.75		0.6726895
1448		0.6489243		0.65		0.2419127		0.7503074		0.75		0.6669309
1456		0.6487137		0.65		0.2390853		0.7500889		0.75		0.6656724
1464		0.649008		0.65		0.2422447		0.7500094		0.75		0.66484
1472		0.6488705		0.65		0.2404028		0.7498531		0.75		0.6636968
1480		0.6489583		0.65		0.2411685		0.7499864		0.75		0.6646029
1488		0.649448		0.65		0.2464935		0.7511698		0.75		0.6717435
1496		0.6483774		0.65		0.2339733		0.7510459		0.75		0.6714096
1504		0.6487469		0.65		0.2379557		0.7492822		0.75		0.6606903
1512		0.6495288		0.65		0.2467793		0.7493121		0.75		0.6607556
1520		0.6499976		0.65		0.2520569		0.7504736		0.75		0.6677531
1528		0.6490363		0.65		0.240807		0.7508598		0.75		0.6700516
1536		0.6494401		0.65		0.2453137		0.7507055		0.75		0.6689721
1544		0.6492939		0.65		0.2435517		0.7495529		0.75		0.6619982
1552		0.6501468		0.65		0.2530185		0.7503047		0.75		0.666673
1560		0.6492862		0.65		0.2428768		0.7481492		0.75		0.6535645
1568		0.6487598		0.65		0.2365871		0.7493113		0.75		0.6606774
1576		0.6500202		0.65		0.2510148		0.7510178		0.75		0.6710583
1584		0.6491993		0.65		0.2413921		0.7509773		0.75		0.6708296
1592		0.6492877		0.65		0.2423613		0.7499038		0.75		0.6642321
1600		0.6504161		0.65		0.2552182		0.7486376		0.75		0.6564052
1608		0.6490644		0.65		0.2395067		0.7496908		0.75		0.6627795
1616		0.6493917		0.65		0.243067		0.749966		0.75		0.664497
1624		0.6488435		0.65		0.2365546		0.7499336		0.75		0.6641753
1632		0.6502547		0.65		0.2525646		0.7509973		0.75		0.6708876
1640		0.6490633		0.65		0.238703		0.7498443		0.75		0.6642978
1648		0.6492026		0.65		0.240205		0.74994		0.75		0.6646912
1656		0.6495374		0.65		0.2438987		0.7497484		0.75		0.6637306
1664		0.6505158		0.65		0.2551431		0.7506654		0.75		0.669406
1672		0.649398		0.65		0.2421522		0.7500793		0.75		0.6658408
1680		0.6500241		0.65		0.2492218		0.7499353		0.75		0.6646122
1688		0.6494703		0.65		0.2427509		0.7498095		0.75		0.6633873
1696		0.6488894		0.65		0.236038		0.750464		0.75		0.6673368
1704		0.650069		0.65		0.2495634		0.7504977		0.75		0.6674355
1712		0.6492187		0.65		0.2396547		0.7500899		0.75		0.6652426
1720		0.6502845		0.65		0.2518823		0.7515968		0.75		0.6747393
1728		0.6489841		0.65		0.2367404		0.7481368		0.75		0.6536053
1736		0.6491764		0.65		0.2387176		0.7498456		0.75		0.663809
1744		0.6488591		0.65		0.2348477		0.7507951		0.75		0.6695637
1752		0.6507832		0.65		0.2569717		0.7494435		0.75		0.6615969
1760		0.650262		0.65		0.2509847		0.7478304		0.75		0.6517305
1768		0.649751		0.65		0.2449846		0.7495961		0.75		0.6617935
1776		0.6506043		0.65		0.2549122		0.7509505		0.75		0.6699276
1784		0.6505126		0.65		0.2537184		0.7473726		0.75		0.648758
1792		0.6496277		0.65		0.243427		0.7504632		0.75		0.6671118
1800		0.6497086		0.65		0.2441456		0.7483642		0.75		0.6545498
